id,type,citycode,adname,alias,tel,entr_location,address,adcode,pname,biz_type,cityname,name,location,biz_ext.cost,biz_ext.rating,lng,lat,lng84,lat84
B02CE0P43Q,风景名胜;风景名胜;国家级景点,718,利川市,[],0718-7868555,"109.131211,30.386772",037乡道,422802,湖北省,tour,恩施土家族苗族自治州,玉龙洞景区,"109.150883,30.375288",50,4.5,109.150883,30.375288,109.1460604,30.37775149
B02CE0PR3T,风景名胜;风景名胜;国家级景点,718,咸丰县,唐崖河·黄金洞景区|唐崖河景区,0718-6812777;0718-6812888,"109.087202,29.948881",黄金洞乡黄金洞村,422826,湖北省,tour,恩施土家族苗族自治州,咸丰县唐崖河景区,"109.062043,29.965484",90,4.6,109.062043,29.965484,109.0572798,29.96794474
B02CD00995,风景名胜;风景名胜;国家级景点,717,夷陵区,西陵峡风景区,0717-8862161;0717-8862235,"111.279639,30.762069",西陵峡口,420506,湖北省,tour,宜昌市,湖北省宜昌市峡口风景区,"111.263738,30.769394",148,4.7,111.263738,30.769394,111.2581125,30.77181527
B0FFG1WJNW,风景名胜;风景名胜;国家级景点,718,来凤县,[],0718-6280511,"109.302481,29.620226",248省道,422827,湖北省,tour,恩施土家族苗族自治州,杨梅古寨景区,"109.307270,29.608253",20,4.5,109.30727,29.608253,109.3025024,29.61085572
B0FFGY678L,风景名胜;风景名胜;国家级景点,718,巴东县,三峡女人谷生态旅游区,0718-4613088;0718-4613098;15858879521,"110.318099,30.890971",茶店子镇朱砂土村11组,422823,湖北省,tour,恩施土家族苗族自治州,恩施巴人河生态旅游区(暂停开放),"110.318281,30.889098",[],4.5,110.318281,30.889098,110.313242,30.89139467
B02CD0Q5BM,风景名胜;风景名胜;国家级景点,717,长阳土家族自治县,[],[],"111.179341,30.479581",龙舟坪镇龙舟坪镇何家坪村八组,420528,湖北省,tour,宜昌市,清江古城,"111.179205,30.479500",[],4.4,111.179205,30.4795,111.1735825,30.48196402
B0FFGXTX3S,风景名胜;风景名胜;国家级景点,713,罗田县,[],[],"115.620969,31.082967",九资河镇木园村,421123,湖北省,tour,黄冈市,天堂湖国家湿地公园风景区,"115.653825,31.104346",[],4.5,115.653825,31.104346,115.6486274,31.10664354
B02CD02BWS,风景名胜;风景名胜;国家级景点,717,秭归县,[],0717-2810048;0717-2810092,"110.826773,30.782022",九畹溪镇,420527,湖北省,tour,宜昌市,九畹溪漂流(暂停开放),"110.829074,30.790787",180,4.4,110.829074,30.790787,110.823945,30.79330289
B0FFJ57B7T,风景名胜;风景名胜;国家级景点,724,东宝区,[],[],"112.037536,31.398642",仙居乡三泉村,420802,湖北省,tour,荆门市,仙居河国家湿地公园,"112.037627,31.398827",[],4.3,112.037627,31.398827,112.0316642,31.40081871
B02C900CFT,风景名胜;风景名胜;国家级景点,713,黄州区,[],[],"114.887424,30.489246",021乡道,421102,湖北省,tour,黄冈市,禹王城遗址,"114.883426,30.491502",[],3.9,114.883426,30.491502,114.8783713,30.49416798
B0FFGMM2AD,风景名胜;风景名胜;国家级景点,718,建始县,野三峡-清江大峡谷景区,0718-3818800,"109.981173,30.358406",景阳镇郑家坦村2组,422822,湖北省,tour,恩施土家族苗族自治州,蝴蝶岩清江大峡谷,"109.981256,30.358078",[],4.3,109.981256,30.358078,109.9764352,30.36072112
B0G0CMR7WG,风景名胜;风景名胜;国家级景点,719,丹江口市,[],[],"111.493945,32.54872",[],420381,湖北省,tour,十堰市,丹江口水库风景名胜区,"111.490158,32.553325",[],4.3,111.490158,32.553325,111.4842056,32.55545772
B0FFHI8BKJ,风景名胜;风景名胜;国家级景点,1728,天门市,[],[],"113.161847,30.657073",西寺路与文学泉道交叉口西40米,429006,湖北省,tour,天门市,陆羽故园,"113.160863,30.656024",[],4.5,113.160863,30.656024,113.1548336,30.65836143
B0FFJ4ANU5,风景名胜;风景名胜;国家级景点,1728,天门市,[],[],"113.167001,30.646186",孝子里与竟陵中街交叉口东北80米,429006,湖北省,tour,天门市,胡家花园,"113.166961,30.646404",[],4.3,113.166961,30.646404,113.1609444,30.64875699
B0FFGYYG1G,风景名胜;风景名胜;国家级景点,722,随县,[],[],"113.36406,31.975629",封江口湿地公园(随岳高速公路东),421321,湖北省,tour,随州市,封江口国家湿地公园,"113.363351,31.975577",[],4.1,113.363351,31.975577,113.3571301,31.97752375
B06B7000C4,风景名胜;风景名胜;国家级景点,1719,神农架林区,[],[],"110.429678,31.672797",木鱼镇,429021,湖北省,tour,神农架林区,神农架红坪景区,"110.452625,31.664003",[],4.4,110.452625,31.664003,110.4474173,31.66596831
B02CD02EIX,风景名胜;风景名胜;国家级景点,717,五峰土家族自治县,[],[],"110.980085,30.191876",年关村5组48号,420529,湖北省,tour,宜昌市,柴埠溪坛子口景区,"110.984953,30.198272",[],3.9,110.984953,30.198272,110.9796714,30.2009051
B0FFLANF21,风景名胜;风景名胜;国家级景点|风景名胜;风景名胜;寺庙道观,719,丹江口市,[],[],"111.112966,32.500037",武当山旅游经济特区元和观村,420381,湖北省,tour,十堰市,武当山风景区-元和观,"111.112228,32.499750",[],4.2,111.112228,32.49975,111.1063676,32.50175036
B02CD01U6J,风景名胜;风景名胜;国家级景点,717,西陵区,[],[],"111.292914,30.731844",沿江大道,420502,湖北省,tour,宜昌市,宜昌市葛洲坝旅游区,"111.292249,30.731873",105,4.5,111.292249,30.731873,111.2865729,30.73428472
B02CE0P6QR,风景名胜;风景名胜;国家级景点,718,建始县,[],0718-3818800,"109.996171,30.39469",花坪镇,422822,湖北省,tour,恩施土家族苗族自治州,野三峡-黄鹤峰林景区,"109.995407,30.394521",240,4.1,109.995407,30.394521,109.9905354,30.39711578
B0FFG40ZUK,风景名胜;风景名胜;国家级景点,713,麻城市,桐枧冲瀑布群风景区,[],"115.159915,31.393197",黄土岗镇,421181,湖北省,tour,黄冈市,大别山瀑布群,"115.161075,31.395036",[],4.3,115.161075,31.395036,115.1555522,31.39697346
B0FFHFMRGJ,风景名胜;风景名胜;国家级景点,717,夷陵区,[],[],"109.572281,31.046935",平湖路与港虹路交叉口西南80米,420506,湖北省,tour,宜昌市,长江三峡,"111.290154,30.753395",[],4.6,111.290154,30.753395,111.2844809,30.75579874
B02D401IJB,风景名胜;风景名胜;国家级景点,724,京山市,[],[],"113.080402,31.343867",京山市坪客线,420882,湖北省,tour,荆门市,姑嫂桥,"113.081310,31.344093",[],3.5,113.08131,31.344093,113.0751625,31.3460131
B001B098J8,风景名胜;风景名胜;国家级景点,27,黄陂区,[],[],"114.396848,31.092863",胜景大道木兰山风景区内(南侧),420116,湖北省,tour,武汉市,木兰文化城,"114.397057,31.092671",[],3.5,114.397057,31.092671,114.391464,31.09468118
B02CA00NJ2,风景名胜;风景名胜;国家级景点|地名地址信息;自然地名;山,714,大冶市,[],[],[],雷山风景名胜区内(西侧),420281,湖北省,tour,黄石市,雷山,"114.789701,30.035307",[],[],114.789701,30.035307,114.7845214,30.03787278
